"date","category","disp_desc","n"
2015-08-03,"Mental Health/Welfare","Cancelled by RP",2
2015-08-03,"Mental Health/Welfare","Service",4
2015-08-03,"Mental Health/Welfare","Unfounded",1
2015-08-03,"Nuisance/Code Enforcement","Referred",5
2015-08-03,"Nuisance/Code Enforcement","Report Taken",1
2015-08-03,"Nuisance/Code Enforcement","Service",4
2015-08-03,"Nuisance/Code Enforcement","Unable to Locate",4
2015-08-03,"Nuisance/Code Enforcement","Unfounded",1
2015-08-03,"Officer-Initiated Contact","Advised",7
2015-08-03,"Officer-Initiated Contact","Report Taken",1
2015-08-03,"Officer-Initiated Contact","Service",12
2015-08-03,"Patrol Response for Assessment","Advised",4
2015-08-03,"Patrol Response for Assessment","Arrest Made",1
2015-08-03,"Patrol Response for Assessment","Cancelled by RP",4
2015-08-03,"Patrol Response for Assessment","Report Taken",3
2015-08-03,"Patrol Response for Assessment","Service",21
2015-08-03,"Property Theft/Destruction/Lost","Online Crime Report",6
2015-08-03,"Property Theft/Destruction/Lost","Report Taken",2
2015-08-03,"Property Theft/Destruction/Lost","Service",1
2015-08-03,"Required Other Agency/Department Response","Referred",3
2015-08-03,"Suspicious Activity","Advised",1
2015-08-03,"Suspicious Activity","Cancelled by RP",3
2015-08-03,"Suspicious Activity","False Alarm",1
2015-08-03,"Suspicious Activity","Service",4
2015-08-03,"Suspicious Activity","Unable to Locate",1
2015-08-03,"Suspicious Activity","Unfounded",1
2015-08-03,"Traffic/Major Safety","Referred",1
2015-08-03,"Traffic/Major Safety","Service",2
2015-08-03,"Traffic/Minor Vehicle Violations or Issues","Incident Number Given",1
2015-08-03,"Traffic/Minor Vehicle Violations or Issues","Service",9
2015-08-03,"Violent Crime/Abuse or Neglect/Public Safety","Advised",2
2015-08-03,"Violent Crime/Abuse or Neglect/Public Safety","Cancelled by RP",1
2015-08-03,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",3
2015-08-03,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2015-08-03,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",2
2015-08-04,"Documentation Only/Miscellaneous","Referred",1
2015-08-04,"Documentation Only/Miscellaneous","Report Taken",4
2015-08-04,"Documentation Only/Miscellaneous","Service",4
2015-08-04,"Mental Health/Welfare","Service",2
2015-08-04,"Mental Health/Welfare","Unable to Locate",1
2015-08-04,"Nuisance/Code Enforcement","Advised",1
2015-08-04,"Nuisance/Code Enforcement","False Alarm",1
2015-08-04,"Nuisance/Code Enforcement","Referred",1
2015-08-04,"Nuisance/Code Enforcement","Service",6
2015-08-04,"Nuisance/Code Enforcement","Unable to Locate",2
2015-08-04,"Officer-Initiated Contact","Advised",28
2015-08-04,"Officer-Initiated Contact","Arrest Made",1
2015-08-04,"Officer-Initiated Contact","Cited",6
2015-08-04,"Officer-Initiated Contact","Service",17
2015-08-04,"Patrol Response for Assessment","Advised",1
2015-08-04,"Patrol Response for Assessment","Cancelled by RP",7
2015-08-04,"Patrol Response for Assessment","Referred",1
2015-08-04,"Patrol Response for Assessment","Report Taken",1
2015-08-04,"Patrol Response for Assessment","Service",15
2015-08-04,"Patrol Response for Assessment","Unable to Locate",1
2015-08-04,"Property Theft/Destruction/Lost","Advised",1
2015-08-04,"Property Theft/Destruction/Lost","Online Crime Report",7
2015-08-04,"Property Theft/Destruction/Lost","Report Taken",3
2015-08-04,"Property Theft/Destruction/Lost","Service",5
2015-08-04,"Required Other Agency/Department Response","Referred",1
2015-08-04,"Suspicious Activity","Cancelled by RP",2
2015-08-04,"Suspicious Activity","Report Taken",1
2015-08-04,"Suspicious Activity","Service",6
2015-08-04,"Suspicious Activity","Unable to Locate",1
2015-08-04,"Suspicious Activity","Unfounded",1
2015-08-04,"Traffic/Major Safety","Service",2
2015-08-04,"Traffic/Minor Vehicle Violations or Issues","Service",6
2015-08-04,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",1
2015-08-04,"Violent Crime/Abuse or Neglect/Public Safety","Arrest Made",1
2015-08-04,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2015-08-04,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2015-08-04,"Violent Crime/Abuse or Neglect/Public Safety","Unfounded",1
2015-08-05,"Documentation Only/Miscellaneous","Report Taken",1
2015-08-05,"Documentation Only/Miscellaneous","Service",2
2015-08-05,"Mental Health/Welfare","Advised",1
2015-08-05,"Mental Health/Welfare","Service",3
2015-08-05,"Nuisance/Code Enforcement","Advised",2
2015-08-05,"Nuisance/Code Enforcement","Service",5
2015-08-05,"Nuisance/Code Enforcement","Unable to Locate",4
2015-08-05,"Nuisance/Code Enforcement","Unfounded",1
2015-08-05,"Officer-Initiated Contact","Advised",11
2015-08-05,"Officer-Initiated Contact","Arrest Made",2
2015-08-05,"Officer-Initiated Contact","Cited",14
2015-08-05,"Officer-Initiated Contact","Service",19
2015-08-05,"Patrol Response for Assessment","Advised",2
2015-08-05,"Patrol Response for Assessment","Cancelled by RP",3
2015-08-05,"Patrol Response for Assessment","Cited",1
2015-08-05,"Patrol Response for Assessment","Referred",1
2015-08-05,"Patrol Response for Assessment","Report Taken",1
2015-08-05,"Patrol Response for Assessment","Service",17
2015-08-05,"Patrol Response for Assessment","Unable to Locate",3
2015-08-05,"Property Theft/Destruction/Lost","MORF",2
2015-08-05,"Property Theft/Destruction/Lost","Online Crime Report",2
2015-08-05,"Property Theft/Destruction/Lost","Report Taken",8
2015-08-05,"Property Theft/Destruction/Lost","Service",1
2015-08-05,"Required Other Agency/Department Response","Referred",1
2015-08-05,"Suspicious Activity","Cancelled by RP",3
2015-08-05,"Suspicious Activity","False Alarm",1
2015-08-05,"Suspicious Activity","Service",8
2015-08-05,"Traffic/Major Safety","Report Taken",1
2015-08-05,"Traffic/Major Safety","Service",1
2015-08-05,"Traffic/Major Safety","Unable to Locate",2
2015-08-05,"Traffic/Minor Vehicle Violations or Issues","Cited",1
2015-08-05,"Traffic/Minor Vehicle Violations or Issues","Service",5
2015-08-05,"Violent Crime/Abuse or Neglect/Public Safety","False Alarm",1
2015-08-05,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2015-08-06,"Documentation Only/Miscellaneous","Report Taken",2
2015-08-06,"Documentation Only/Miscellaneous","Service",2
2015-08-06,"Mental Health/Welfare","Arrest Made",1
2015-08-06,"Mental Health/Welfare","Service",3
2015-08-06,"Mental Health/Welfare","Unable to Locate",1
2015-08-06,"Nuisance/Code Enforcement","Advised",1
2015-08-06,"Nuisance/Code Enforcement","Service",11
2015-08-06,"Nuisance/Code Enforcement","Unable to Locate",1
2015-08-06,"Officer-Initiated Contact","Advised",6
2015-08-06,"Officer-Initiated Contact","Arrest Made",1
2015-08-06,"Officer-Initiated Contact","Cited",2
2015-08-06,"Officer-Initiated Contact","Service",23
2015-08-06,"Patrol Response for Assessment","Referred",2
2015-08-06,"Patrol Response for Assessment","Report Taken",2
2015-08-06,"Patrol Response for Assessment","Service",22
2015-08-06,"Patrol Response for Assessment","Unable to Locate",1
2015-08-06,"Property Theft/Destruction/Lost","Advised",1
2015-08-06,"Property Theft/Destruction/Lost","Arrest Made",1
2015-08-06,"Property Theft/Destruction/Lost","Cancelled by RP",1
2015-08-06,"Property Theft/Destruction/Lost","MORF",2
2015-08-06,"Property Theft/Destruction/Lost","Online Crime Report",2
2015-08-06,"Property Theft/Destruction/Lost","Report Taken",6
2015-08-06,"Property Theft/Destruction/Lost","Service",3
2015-08-06,"Required Other Agency/Department Response","Service",1
2015-08-06,"Suspicious Activity","Advised",1
2015-08-06,"Suspicious Activity","Cancelled by RP",2
2015-08-06,"Suspicious Activity","Referred",1
2015-08-06,"Suspicious Activity","Service",6
2015-08-06,"Suspicious Activity","Unable to Locate",1
2015-08-06,"Traffic/Major Safety","Referred",1
2015-08-06,"Traffic/Major Safety","Report Taken",1
2015-08-06,"Traffic/Major Safety","Service",1
2015-08-06,"Traffic/Minor Vehicle Violations or Issues","Cited",1
2015-08-06,"Traffic/Minor Vehicle Violations or Issues","Referred",1
2015-08-06,"Traffic/Minor Vehicle Violations or Issues","Service",6
2015-08-06,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2015-08-06,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2015-08-06,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",2
2015-08-07,"Documentation Only/Miscellaneous","Service",1
2015-08-07,"Documentation Only/Miscellaneous","Unable to Locate",1
2015-08-07,"Drug/Alcohol","Referred",2
2015-08-07,"Nuisance/Code Enforcement","Referred",2
2015-08-07,"Nuisance/Code Enforcement","Service",5
2015-08-07,"Nuisance/Code Enforcement","Unable to Locate",1
2015-08-07,"Officer-Initiated Contact","Advised",7
2015-08-07,"Officer-Initiated Contact","Cited",2
2015-08-07,"Officer-Initiated Contact","Service",25
2015-08-07,"Patrol Response for Assessment","Advised",1
2015-08-07,"Patrol Response for Assessment","Arrest Made",1
2015-08-07,"Patrol Response for Assessment","Cancelled by RP",2
2015-08-07,"Patrol Response for Assessment","Report Taken",1
2015-08-07,"Patrol Response for Assessment","Service",23
2015-08-07,"Property Theft/Destruction/Lost","Arrest Made",1
2015-08-07,"Property Theft/Destruction/Lost","MORF",2
2015-08-07,"Property Theft/Destruction/Lost","Report Taken",4
2015-08-07,"Property Theft/Destruction/Lost","Service",2
2015-08-07,"Property Theft/Destruction/Lost","Unable to Locate",1
2015-08-07,"Required Other Agency/Department Response","Referred",1
2015-08-07,"Suspicious Activity","Advised",1
2015-08-07,"Suspicious Activity","False Alarm",2
2015-08-07,"Suspicious Activity","Incident Number Given",1
2015-08-07,"Suspicious Activity","Service",9
2015-08-07,"Suspicious Activity","Unable to Locate",1
2015-08-07,"Traffic/Major Safety","Service",1
2015-08-07,"Traffic/Minor Vehicle Violations or Issues","Service",6
2015-08-07,"Violent Crime/Abuse or Neglect/Public Safety","Arrest Made",1
2015-08-07,"Violent Crime/Abuse or Neglect/Public Safety","False Alarm",1
2015-08-07,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",3
2015-08-07,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2015-08-08,"Documentation Only/Miscellaneous","Service",2
2015-08-08,"Mental Health/Welfare","Report Taken",1
2015-08-08,"Mental Health/Welfare","Unable to Locate",1
2015-08-08,"Nuisance/Code Enforcement","Advised",2
2015-08-08,"Nuisance/Code Enforcement","Service",2
2015-08-08,"Nuisance/Code Enforcement","Unable to Locate",1
2015-08-08,"Officer-Initiated Contact","Advised",11
2015-08-08,"Officer-Initiated Contact","Arrest Made",2
2015-08-08,"Officer-Initiated Contact","Cited",10
2015-08-08,"Officer-Initiated Contact","Service",25
2015-08-08,"Patrol Response for Assessment","Advised",1
2015-08-08,"Patrol Response for Assessment","Cancelled by RP",4
2015-08-08,"Patrol Response for Assessment","Service",14
2015-08-08,"Patrol Response for Assessment","Unable to Locate",2
2015-08-08,"Property Theft/Destruction/Lost","Report Taken",4
2015-08-08,"Property Theft/Destruction/Lost","Service",1
2015-08-08,"Required Other Agency/Department Response","Referred",2
2015-08-08,"Required Other Agency/Department Response","Service",1
2015-08-08,"Suspicious Activity","Cancelled by RP",1
2015-08-08,"Suspicious Activity","False Alarm",1
2015-08-08,"Suspicious Activity","Service",2
2015-08-08,"Suspicious Activity","Unable to Locate",2
2015-08-08,"Traffic/Major Safety","Service",1
2015-08-08,"Traffic/Minor Vehicle Violations or Issues","Report Taken",2
2015-08-08,"Traffic/Minor Vehicle Violations or Issues","Service",3
2015-08-08,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",3
2015-08-08,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2015-08-09,"Documentation Only/Miscellaneous","Service",1
2015-08-09,"Mental Health/Welfare","Cancelled by RP",1
2015-08-09,"Mental Health/Welfare","Unable to Locate",1
2015-08-09,"Nuisance/Code Enforcement","Advised",2
2015-08-09,"Nuisance/Code Enforcement","False Alarm",1
2015-08-09,"Officer-Initiated Contact","Advised",5
2015-08-09,"Officer-Initiated Contact","Arrest Made",2
2015-08-09,"Officer-Initiated Contact","Cited",16
2015-08-09,"Officer-Initiated Contact","Service",8
2015-08-09,"Patrol Response for Assessment","Cancelled by RP",2
2015-08-09,"Patrol Response for Assessment","Service",17
2015-08-09,"Patrol Response for Assessment","Unable to Locate",5
2015-08-09,"Property Theft/Destruction/Lost","Report Taken",2
2015-08-09,"Property Theft/Destruction/Lost","Service",1
2015-08-09,"Required Other Agency/Department Response","Cancelled by RP",1
2015-08-09,"Required Other Agency/Department Response","Referred",5
2015-08-09,"Suspicious Activity","Advised",2
2015-08-09,"Suspicious Activity","Cancelled by RP",1
2015-08-09,"Suspicious Activity","False Alarm",5
2015-08-09,"Suspicious Activity","Report Taken",1
2015-08-09,"Suspicious Activity","Service",4
2015-08-09,"Suspicious Activity","Unable to Locate",1
2015-08-09,"Traffic/Major Safety","Advised",1
2015-08-09,"Traffic/Major Safety","Service",1
2015-08-09,"Traffic/Major Safety","Unable to Locate",1
2015-08-09,"Traffic/Minor Vehicle Violations or Issues","Cited",2
2015-08-09,"Traffic/Minor Vehicle Violations or Issues","Service",1
2015-08-09,"Violent Crime/Abuse or Neglect/Public Safety","Arrest Made",1
2015-08-09,"Violent Crime/Abuse or Neglect/Public Safety","Cancelled by RP",1
2015-08-09,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2015-08-09,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2015-08-10,"Documentation Only/Miscellaneous","Report Taken",1
2015-08-10,"Documentation Only/Miscellaneous","Service",2
2015-08-10,"Mental Health/Welfare","Cancelled by RP",1
2015-08-10,"Mental Health/Welfare","Report Taken",1
2015-08-10,"Mental Health/Welfare","Service",2
2015-08-10,"Mental Health/Welfare","Unable to Locate",1
2015-08-10,"Nuisance/Code Enforcement","Advised",1
2015-08-10,"Nuisance/Code Enforcement","Cancelled by RP",1
2015-08-10,"Nuisance/Code Enforcement","Referred",2
2015-08-10,"Nuisance/Code Enforcement","Service",2
2015-08-10,"Nuisance/Code Enforcement","Unable to Locate",1
2015-08-10,"Nuisance/Code Enforcement","Unfounded",2
2015-08-10,"Officer-Initiated Contact","Advised",8
2015-08-10,"Officer-Initiated Contact","Cited",8
2015-08-10,"Officer-Initiated Contact","Service",10
2015-08-10,"Officer-Initiated Contact","Unable to Locate",1
2015-08-10,"Patrol Response for Assessment","Advised",4
2015-08-10,"Patrol Response for Assessment","Cancelled by RP",4
2015-08-10,"Patrol Response for Assessment","Report Taken",1
2015-08-10,"Patrol Response for Assessment","Service",21
2015-08-10,"Property Theft/Destruction/Lost","Cancelled by RP",1
2015-08-10,"Property Theft/Destruction/Lost","Incident Number Given",1
2015-08-10,"Property Theft/Destruction/Lost","Online Crime Report",2
2015-08-10,"Property Theft/Destruction/Lost","Report Taken",4
2015-08-10,"Property Theft/Destruction/Lost","Service",2
2015-08-10,"Required Other Agency/Department Response","Referred",1
2015-08-10,"Required Other Agency/Department Response","Service",1
2015-08-10,"Suspicious Activity","Advised",1
2015-08-10,"Suspicious Activity","Cancelled by RP",4
2015-08-10,"Suspicious Activity","False Alarm",1
2015-08-10,"Suspicious Activity","Service",3
2015-08-10,"Suspicious Activity","Unable to Locate",2
2015-08-10,"Traffic/Minor Vehicle Violations or Issues","Cited",1
2015-08-10,"Traffic/Minor Vehicle Violations or Issues","Service",6
2015-08-10,"Traffic/Minor Vehicle Violations or Issues","Unfounded",1
2015-08-10,"Violent Crime/Abuse or Neglect/Public Safety","Incident Number Given",1
2015-08-10,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",2
2015-08-10,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2015-08-10,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",1
2015-08-10,"Violent Crime/Abuse or Neglect/Public Safety","Unfounded",1
2015-08-11,"Documentation Only/Miscellaneous","Report Taken",1
2015-08-11,"Documentation Only/Miscellaneous","Service",1
2015-08-11,"Drug/Alcohol","Service",1
2015-08-11,"Mental Health/Welfare","Service",1
2015-08-11,"Nuisance/Code Enforcement","Advised",6
2015-08-11,"Nuisance/Code Enforcement","Cited",1
2015-08-11,"Nuisance/Code Enforcement","Referred",3
2015-08-11,"Nuisance/Code Enforcement","Service",4
2015-08-11,"Nuisance/Code Enforcement","Unable to Locate",2
2015-08-11,"Nuisance/Code Enforcement","Unfounded",1
2015-08-11,"Officer-Initiated Contact","Advised",7
2015-08-11,"Officer-Initiated Contact","Cited",21
2015-08-11,"Officer-Initiated Contact","Service",22
2015-08-11,"Patrol Response for Assessment","Advised",2
2015-08-11,"Patrol Response for Assessment","Arrest Made",1
2015-08-11,"Patrol Response for Assessment","Cancelled by RP",3
2015-08-11,"Patrol Response for Assessment","Referred",1
2015-08-11,"Patrol Response for Assessment","Report Taken",1
2015-08-11,"Patrol Response for Assessment","Service",21
2015-08-11,"Property Theft/Destruction/Lost","Online Crime Report",5
2015-08-11,"Property Theft/Destruction/Lost","Report Taken",5
2015-08-11,"Property Theft/Destruction/Lost","Unfounded",1
2015-08-11,"Required Other Agency/Department Response","Service",2
2015-08-11,"Suspicious Activity","Cancelled by RP",4
